filename,label,score,thought_density,thought_ratio,sim_pos,sim_neg,sim_gap,strong_score,support_score,non_thought_score,dominant_non_thought,strong_hits,support_hits,non_thought_hits,review_flag,reason,final_bucket,final_reason
1997-02-16 하나님께서 변화를 주시려 하실 때.txt,중간,41.433,113.5154,0.8462,0.2834,0.3099,-0.0265,272.0,56.4,59.7,word_prayer,"변화(59), 변화를(11), 생각(6), 생각하는(1), 생각을(1), 의식(1), 정신적(1), 선택(1)","마음(16), 마음속(5), 생각하(4), 깨닫(4), 마음에(3), 정신(2)","말(24), 기도(20), 말씀(5), 신앙(4), 순종(3), 소망(3), 믿음(2), 성령(1)",,"핵심표현: 변화(59), 변화를(11), 생각(6), 생각하는(1), 생각을(1) | 보조표현: 마음(16), 마음속(5), 생각하(4), 깨닫(4), 마음에(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-06-21.txt,중간,41.103,115.2459,0.562,0.3503,0.4285,-0.0782,153.5,57.4,164.4,word_prayer,"생각(17), 낙심(5), 변화(4), 생각이(3), 절망(2), 생각하는(1), 생각을(1), 부정적(1)","마음(14), 생각해(6), 마음속(5), 바라보(3), 생각하(2), 마음에(2), 낙심하지(2)","기도(50), 성령(27), 말(22), 꿈(16), 믿음(10), 예수님(10), 부르짖(5), 입술(5)",,"핵심표현: 생각(17), 낙심(5), 변화(4), 생각이(3), 절망(2) | 보조표현: 마음(14), 생각해(6), 마음속(5), 바라보(3), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1996-09-29 의심치 아니하면 그대로 되리라.txt,중간,40.9335,115.5142,0.4975,0.3854,0.4839,-0.0985,135.0,187.4,325.7,word_prayer,"생각(13), 부정적(4), 생각을(3), 생각이(3), 강하고 담대(2), 긍정(2), 묵상(1), 변화(1)","마음(63), 마음속(25), 마음에(12), 담대(6), 바라보(6), 생각하(5), 두려워(1)","말(125), 믿음(69), 말씀(52), 기도(29), 입술(17), 신앙(15), 예수님(14), 꿈(8)",,"핵심표현: 생각(13), 부정적(4), 생각을(3), 생각이(3), 강하고 담대(2) | 보조표현: 마음(63), 마음속(25), 마음에(12), 담대(6), 바라보(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2012-09-30.txt,중간,40.7813,114.6594,0.4819,0.3122,0.3805,-0.0683,186.5,45.8,249.8,dream_vision,"희망(48), 변화(5), 낙심(2), 절망(2), 생각(1), 변화를(1), 우울(1)","마음(10), 바라보(7), 마음에(4), 깨닫(2), 마음속(2), 두려워(1), 낙심하지(1), 담대(1)","꿈(82), 말(33), 성령(31), 십자가(22), 말씀(16), 예수님(15), 부활(8), 믿음(6)",,"핵심표현: 희망(48), 변화(5), 낙심(2), 절망(2), 생각(1) | 보조표현: 마음(10), 바라보(7), 마음에(4), 깨닫(2), 마음속(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1996-08-25 내가 그의 옷에 손을 대어도 구원을 얻으리라.txt,중간,40.7302,114.4691,0.5025,0.3215,0.3948,-0.0733,134.5,195.4,326.6,dream_vision,"결단(12), 절망(12), 변화(3), 희망(3), 생각(2), 생각하는(1), 시각(1), 변화를(1)","마음(48), 마음속(21), 결단(12), 마음에(9), 담대(9), 결심(8), 바라보(5), 생각하(2)","꿈(92), 믿음(75), 말(57), 입술(20), 성령(19), 예수님(15), 말씀(14), 십자가(14)",,"핵심표현: 결단(12), 절망(12), 변화(3), 희망(3), 생각(2) | 보조표현: 마음(48), 마음속(21), 결단(12), 마음에(9), 담대(9)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-02-09.txt,중간,40.6253,113.3067,0.564,0.245,0.2904,-0.0455,157.5,69.0,175.1,cross_salvation,"생각(13), 낙심(7), 생각을(4), 절망(4), 긍정(2), 생각이(1), 지혜(1), 변화(1)","바라보(15), 마음(12), 낙심하지(4), 담대(3), 생각하(2), 마음속(2), 마음에(1), 두려워(1)","예수님(45), 말(32), 꿈(26), 말씀(13), 믿음(10), 성령(10), 부활(8), 입술(7)",,"핵심표현: 생각(13), 낙심(7), 생각을(4), 절망(4), 긍정(2) | 보조표현: 바라보(15), 마음(12), 낙심하지(4), 담대(3), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-07-29.txt,중간,40.5799,112.1449,0.6618,0.1732,0.1944,-0.0211,94.5,63.4,80.7,word_prayer,"생각(7), 선택(6), 생각을(2), 생각이(2), 생각하는(1), 낙심(1), 절망(1), 희망(1)","마음(24), 깨닫(5), 마음속(5), 마음에(4), 생각하(2)","말(39), 말씀(19), 예수님(7), 구원(6), 기도(5), 선포(4), 순종(2), 성령(2)",,"핵심표현: 생각(7), 선택(6), 생각을(2), 생각이(2), 생각하는(1) | 보조표현: 마음(24), 깨닫(5), 마음속(5), 마음에(4), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-12-17.txt,중간,40.5751,113.0709,0.5853,0.3544,0.4023,-0.0479,179.5,53.2,164.9,word_prayer,"생각(11), 변화(7), 긍정(6), 희망(6), 생각이(5), 변화를(2), 생각하는(1), 생각을(1)","마음(22), 마음에(10), 생각하(2), 태도(1), 두려워(1), 담대(1)","십자가(40), 말(36), 기도(18), 성령(12), 믿음(11), 보혜사(10), 꿈(10), 말씀(9)",,"핵심표현: 생각(11), 변화(7), 긍정(6), 희망(6), 생각이(5) | 보조표현: 마음(22), 마음에(10), 생각하(2), 태도(1), 두려워(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1983-05-15 더 나은 사람이 되는 길.txt,중간,40.4693,113.3459,0.5835,0.3902,0.4711,-0.0809,144.0,155.8,214.0,word_prayer,"결단(9), 긍정(6), 묵상(5), 절망(5), 변화(2), 강하고 담대(2), 부정적(2), 생각(1)","마음(41), 마음속(16), 결단(9), 바라보(8), 담대(6), 마음에(5), 결심(3), 두려워(2)","말(67), 꿈(42), 말씀(38), 십자가(16), 믿음(15), 순종(7), 성령(7), 기도(6)",,"핵심표현: 결단(9), 긍정(6), 묵상(5), 절망(5), 변화(2) | 보조표현: 마음(41), 마음속(16), 결단(9), 바라보(8), 담대(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1984-09-16 심한 고난에 처하여.txt,중간,40.0109,112.4292,0.5641,0.3107,0.4074,-0.0967,185.0,112.6,230.0,word_prayer,"절망(18), 생각(7), 낙심(5), 긍정(4), 묵상(3), 희망(3), 태도(2), 마음의 자세(1)","마음(31), 마음속(20), 마음에(5), 생각하(4), 깨닫(2), 태도(2), 낙심하지(2), 두려워(1)","말(81), 기도(63), 말씀(43), 부르짖(15), 성령(12), 확신(11), 믿음(8), 소망(6)",,"핵심표현: 절망(18), 생각(7), 낙심(5), 긍정(4), 묵상(3) | 보조표현: 마음(31), 마음속(20), 마음에(5), 생각하(4), 깨닫(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-01-18.txt,중간,39.9888,111.2621,0.595,0.3663,0.4099,-0.0437,187.0,42.2,156.0,cross_salvation,"변화(13), 생각(11), 새롭게(8), 생각이(3), 변화를(3), 의식(2), 염려(2), 절망(2)","바라보(7), 마음(6), 생각하(4), 새 사람(4), 생각해(1), 마음에(1), 염려하지(1)","말(45), 예수님(33), 십자가(19), 성령(12), 부활(10), 구원(9), 믿음(8), 입술(6)",,"핵심표현: 변화(13), 생각(11), 새롭게(8), 생각이(3), 변화를(3) | 보조표현: 바라보(7), 마음(6), 생각하(4), 새 사람(4), 생각해(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-05-24.txt,중간,39.657,111.3848,0.4865,0.3382,0.4045,-0.0663,114.5,89.0,214.8,word_prayer,"두려움(15), 강하고 담대(6), 긍정(3), 생각(1), 묵상(1), 변화(1), 절망(1)","마음(21), 담대(11), 마음에(7), 두려워(6), 마음속(5), 바라보(4)","말(89), 말씀(39), 기도(36), 믿음(28), 예수님(14), 입술(8), 성령(4), 부르짖(3)",,"핵심표현: 두려움(15), 강하고 담대(6), 긍정(3), 생각(1), 묵상(1) | 보조표현: 마음(21), 담대(11), 마음에(7), 두려워(6), 마음속(5)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1990-10-07 삶에 실패했을때.txt,중간,39.6377,109.6368,0.6547,0.276,0.3052,-0.0293,270.5,34.4,160.8,word_prayer,"생각(19), 사고방식(14), 절망(7), 생각하는(5), 변화(5), 생각이(2), 새롭게(2), 변화를(2)","생각하(12), 마음(3), 마음에(2), 정신(1), 생각해(1)","예수님(62), 말(59), 말씀(24), 믿음(8), 꿈(6), 기도(5), 신앙(4), 구원(1)",,"핵심표현: 생각(19), 사고방식(14), 절망(7), 생각하는(5), 변화(5) | 보조표현: 생각하(12), 마음(3), 마음에(2), 정신(1), 생각해(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-09-11.txt,중간,39.5626,109.8117,0.6764,0.2956,0.3556,-0.0599,181.5,40.1,106.0,word_prayer,"지혜(24), 생각(9), 긍정(3), 생각을(2), 생각이(1)","마음(7), 지혜로운(5), 마음에(3), 생각하(2), 깨닫(2), 생각해(1), 두려워(1), 바라보(1)","말(35), 예수님(29), 말씀(18), 구원(11), 꿈(7), 기도(6), 믿음(3), 비전(1)",,"핵심표현: 지혜(24), 생각(9), 긍정(3), 생각을(2), 생각이(1) | 보조표현: 마음(7), 지혜로운(5), 마음에(3), 생각하(2), 깨닫(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-05-10.txt,중간,39.5483,110.7056,0.5762,0.3647,0.4425,-0.0777,189.0,38.5,167.3,word_prayer,"생각(21), 생각을(9), 변화(3), 의식(2), 절망(2), 생각이(1), 염려(1), 낙심(1)","마음(6), 바라보(6), 생각하(4), 마음에(4), 생각해(1), 마음속(1), 변화받(1)","말(57), 말씀(30), 믿음(26), 기도(22), 꿈(21), 예수님(9), 성령(4), 확신(2)",,"핵심표현: 생각(21), 생각을(9), 변화(3), 의식(2), 절망(2) | 보조표현: 마음(6), 바라보(6), 생각하(4), 마음에(4), 생각해(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-03-22.txt,중간,39.5141,110.7183,0.5411,0.3331,0.4045,-0.0713,108.5,88.8,167.3,word_prayer,"두려움(8), 낙심(7), 생각(3), 염려(3), 절망(2), 지혜(1), 변화(1), 희망(1)","마음(26), 마음에(11), 마음속(5), 두려워(5), 바라보(4), 생각하(3), 낙심하지(2), 담대(1)","기도(57), 말(57), 말씀(31), 소망(10), 성령(5), 부르짖(5), 예수님(5), 믿음(3)",,"핵심표현: 두려움(8), 낙심(7), 생각(3), 염려(3), 절망(2) | 보조표현: 마음(26), 마음에(11), 마음속(5), 두려워(5), 바라보(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-09-13.txt,중간,39.2477,108.6432,0.6733,0.2509,0.2941,-0.0431,130.0,86.2,104.9,word_prayer,"생각(9), 우울(7), 부정적(3), 결단(2), 절망(2), 생각이(1), 지혜(1), 시각(1)","마음(20), 결심(8), 생각하(6), 바라보(5), 마음에(4), 정신(2), 깨닫(2), 결단(2)","기도(40), 말(23), 예수님(19), 십자가(11), 말씀(5), 구원(5), 믿음(2), 성령(2)",,"핵심표현: 생각(9), 우울(7), 부정적(3), 결단(2), 절망(2) | 보조표현: 마음(20), 결심(8), 생각하(6), 바라보(5), 마음에(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-01-24.txt,중간,39.1069,108.0803,0.6895,0.3109,0.3506,-0.0397,174.5,46.2,99.4,word_prayer,"생각(13), 묵상(12), 생각하는(4), 지혜(3), 생각을(2), 생각이(1), 우울(1), 낙심(1)","마음(14), 생각하(6), 마음에(4), 마음속(3), 낙심하지(1), 바라보(1)","말(34), 성령(14), 기도(14), 예수님(12), 말씀(10), 부활(7), 십자가(5), 믿음(2)",,"핵심표현: 생각(13), 묵상(12), 생각하는(4), 지혜(3), 생각을(2) | 보조표현: 마음(14), 생각하(6), 마음에(4), 마음속(3), 낙심하지(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-05-29.txt,중간,39.0168,108.658,0.6143,0.3454,0.4062,-0.0608,137.0,63.8,126.1,word_prayer,"생각(8), 긍정(7), 두려움(5), 생각을(3), 생각이(1), 묵상(1), 태도(1), 변화(1)","두려워(10), 마음(9), 바라보(6), 담대(5), 생각하(2), 태도(1), 마음속(1), 낙심하지(1)","말(56), 말씀(29), 예수님(14), 믿음(9), 기도(5), 꿈(5), 신앙(3), 성령(3)",,"핵심표현: 생각(8), 긍정(7), 두려움(5), 생각을(3), 생각이(1) | 보조표현: 두려워(10), 마음(9), 바라보(6), 담대(5), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1999-09-19 부족 증후군.txt,중간,38.8879,108.2617,0.6522,0.3266,0.3997,-0.0731,273.5,79.0,188.0,word_prayer,"묵상(28), 생각(15), 변화(4), 지혜(3), 긍정(3), 부정적(3), 의식(2), 생각을(1)","마음(25), 생각해(8), 마음속(7), 마음에(5), 생각하(3), 두려워(1)","말(53), 성령(37), 말씀(31), 십자가(16), 기도(14), 예수님(13), 믿음(7), 구원(4)",,"핵심표현: 묵상(28), 생각(15), 변화(4), 지혜(3), 긍정(3) | 보조표현: 마음(25), 생각해(8), 마음속(7), 마음에(5), 생각하(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-02-22.txt,중간,38.8703,107.4219,0.6975,0.2285,0.2722,-0.0437,176.0,44.0,95.4,word_prayer,"긍정(10), 생각(9), 낙심(4), 우울(3), 절망(3), 생각이(2), 태도(2), 변화(2)","마음(16), 마음에(6), 생각하(2), 태도(2), 정신(1), 마음속(1), 바라보(1)","말(32), 기도(17), 믿음(11), 예수님(11), 말씀(9), 입술(9), 성령(4), 구원(4)",,"핵심표현: 긍정(10), 생각(9), 낙심(4), 우울(3), 절망(3) | 보조표현: 마음(16), 마음에(6), 생각하(2), 태도(2), 정신(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1981-03-29 하나님의 뜻과 하나님의 때.txt,중간,38.6417,106.6951,0.7914,0.4026,0.4764,-0.0738,150.5,174.6,85.7,word_prayer,"생각(22), 생각이(3), 생각을(2), 생각하는(1), 강하고 담대(1), 부정적(1), 희망(1)","마음(53), 마음속(26), 생각하(7), 마음에(7), 담대(6), 생각해(3), 결심(2), 두려워(2)","말(34), 기도(28), 말씀(12), 구원(5), 성령(4), 십자가(3), 부르짖(2), 믿음(1)",,"핵심표현: 생각(22), 생각이(3), 생각을(2), 생각하는(1), 강하고 담대(1) | 보조표현: 마음(53), 마음속(26), 생각하(7), 마음에(7), 담대(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-04-26.txt,중간,38.5608,107.2778,0.6101,0.3146,0.3693,-0.0548,158.5,34.6,123.4,word_prayer,"생각(15), 변화(5), 생각이(4), 생각을(3), 새롭게(3), 마음을 새롭게(2), 변화를(2), 생각하는(1)","마음(12), 생각하(6), 마음속(1), 담대(1), 바라보(1)","기도(31), 예수님(31), 말(28), 말씀(10), 구원(10), 성령(5), 십자가(5), 신앙(4)",,"핵심표현: 생각(15), 변화(5), 생각이(4), 생각을(3), 새롭게(3) | 보조표현: 마음(12), 생각하(6), 마음속(1), 담대(1), 바라보(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-04-26.txt,중간,38.5585,106.9767,0.558,0.3179,0.3364,-0.0185,164.0,56.8,174.9,word_prayer,"생각(20), 부정적(4), 긍정(3), 생각을(2), 생각이(2), 생각하는(1), 두려움(1), 강하고 담대(1)","담대(12), 마음(5), 두려워(4), 생각하(3), 바라보(3), 마음속(2), 마음에(2)","말(67), 믿음(33), 말씀(23), 기도(22), 꿈(18), 선포(10), 신앙(3), 예수님(3)",,"핵심표현: 생각(20), 부정적(4), 긍정(3), 생각을(2), 생각이(2) | 보조표현: 담대(12), 마음(5), 두려워(4), 생각하(3), 바라보(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-06-01.txt,중간,38.5421,107.3613,0.5287,0.2272,0.2601,-0.0329,159.5,47.6,184.6,word_prayer,"생각(13), 변화(6), 생각을(4), 긍정(3), 절망(3), 두려움(2), 생각이(1), 태도(1)","두려워(7), 바라보(7), 마음(5), 마음에(3), 생각하(2), 태도(1), 마음속(1), 담대(1)","말(52), 예수님(35), 믿음(21), 말씀(17), 꿈(15), 기도(13), 성령(12), 입술(7)",,"핵심표현: 생각(13), 변화(6), 생각을(4), 긍정(3), 절망(3) | 보조표현: 두려워(7), 바라보(7), 마음(5), 마음에(3), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1998-02-08 생활 속에 믿음.txt,중간,38.4001,110.3055,0.6014,0.3897,0.4781,-0.0883,111.5,188.2,198.6,word_prayer,"생각(7), 선택(7), 낙심(6), 생각을(1), 지혜(1), 염려(1), 강하고 담대(1), 긍정(1)","바라보(39), 마음(38), 마음속(23), 마음에(4), 담대(3), 생각해(2), 생각하(2)","믿음(64), 말(51), 십자가(19), 기도(16), 말씀(14), 성령(12), 꿈(12), 구원(4)",,"핵심표현: 생각(7), 선택(7), 낙심(6), 생각을(1), 지혜(1) | 보조표현: 바라보(39), 마음(38), 마음속(23), 마음에(4), 담대(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-10-09.txt,중간,38.2078,106.7561,0.5222,0.3035,0.3544,-0.0509,133.0,74.0,189.4,word_prayer,"생각(10), 긍정(6), 생각을(2), 생각이(2), 염려(2), 희망(2), 묵상(1), 변화(1)","마음(20), 마음에(9), 마음속(6), 바라보(4), 염려하지(2), 두려워(2), 정신(1), 생각하(1)","말(57), 말씀(27), 꿈(26), 믿음(17), 기도(17), 입술(13), 예수님(12), 신앙(8)",,"핵심표현: 생각(10), 긍정(6), 생각을(2), 생각이(2), 염려(2) | 보조표현: 마음(20), 마음에(9), 마음속(6), 바라보(4), 염려하지(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1990-12-30 참회와 새출발.txt,중간,37.5274,103.159,0.7584,0.3224,0.3635,-0.0411,196.5,87.6,90.5,word_prayer,"생각(28), 생각하는(5), 생각이(3), 새롭게(2), 생각을(1), 긍정(1)","마음(25), 생각하(18), 마음에(4), 마음속(3), 생각해(2), 바라보(1)","말(49), 말씀(10), 신앙(9), 믿음(6), 기도(6), 성령(4), 예수님(4), 십자가(2)",,"핵심표현: 생각(28), 생각하는(5), 생각이(3), 새롭게(2), 생각을(1) | 보조표현: 마음(25), 생각하(18), 마음에(4), 마음속(3), 생각해(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2012-12-23.txt,중간,37.2898,102.4227,0.7228,0.2041,0.2288,-0.0247,139.5,59.2,76.2,word_prayer,"변화(24), 생각(7), 희망(3), 생각이(2), 생각을(1), 태도(1), 낙심(1)","마음(14), 바라보(9), 마음에(4), 생각하(3), 마음속(3), 깨닫(1), 태도(1), 두려워(1)","말(29), 꿈(15), 신앙(8), 믿음(4), 말씀(4), 기도(4), 십자가(4), 예수님(3)",,"핵심표현: 변화(24), 생각(7), 희망(3), 생각이(2), 생각을(1) | 보조표현: 마음(14), 바라보(9), 마음에(4), 생각하(3), 마음속(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1997-09-28.txt,중간,37.2121,103.2564,0.644,0.3744,0.4318,-0.0574,182.5,68.0,138.5,word_prayer,"선택(13), 변화(13), 생각(8), 결단(4), 생각이(3), 변화를(2), 생각을(1), 의식(1)","마음(24), 마음에(8), 마음속(5), 결단(4), 생각하(3)","말(42), 믿음(25), 순종(20), 기도(16), 말씀(15), 신앙(12), 십자가(6), 성령(3)",,"핵심표현: 선택(13), 변화(13), 생각(8), 결단(4), 생각이(3) | 보조표현: 마음(24), 마음에(8), 마음속(5), 결단(4), 생각하(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2013-03-10.txt,중간,36.9612,102.4635,0.5793,0.2757,0.305,-0.0293,163.0,40.8,148.0,word_prayer,"긍정(10), 생각(9), 변화(6), 생각을(3), 생각하는(2), 의식(2), 염려(2), 변화를(1)","마음(10), 마음속(4), 생각하(3), 담대(2), 바라보(2), 생각해(1), 마음에(1), 염려하지(1)","말(44), 십자가(41), 믿음(15), 꿈(10), 기도(9), 말씀(6), 입술(6), 부활(5)",,"핵심표현: 긍정(10), 생각(9), 변화(6), 생각을(3), 생각하는(2) | 보조표현: 마음(10), 마음속(4), 생각하(3), 담대(2), 바라보(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2000-10-08 예비해 놓으신 은혜.txt,중간,36.8691,102.2199,0.6029,0.3615,0.4005,-0.039,182.5,107.6,191.1,word_prayer,"생각(9), 긍정(9), 부정적(5), 희망(5), 생각이(4), 새롭게(4), 변화(2), 생각하는(1)","마음(41), 마음속(8), 마음에(8), 바라보(8), 새 사람(2), 생각하(1), 깨닫(1), 결심(1)","말(53), 꿈(30), 믿음(25), 기도(24), 말씀(23), 예수님(18), 십자가(6), 부르짖(4)",,"핵심표현: 생각(9), 긍정(9), 부정적(5), 희망(5), 생각이(4) | 보조표현: 마음(41), 마음속(8), 마음에(8), 바라보(8), 새 사람(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-08-30.txt,중간,36.7762,104.2079,0.4119,0.2936,0.394,-0.1004,191.5,19.0,300.6,holy_spirit,"생각(16), 생각을(10), 생각이(2), 지혜(2), 새롭게(2), 변화(2), 우울(2), 부정적(2)","마음(3), 깨닫(3), 담대(2), 생각하(1), 결단(1)","성령(112), 말(35), 예수님(35), 꿈(17), 보혜사(15), 믿음(13), 말씀(13), 기도(12)",,"핵심표현: 생각(16), 생각을(10), 생각이(2), 지혜(2), 새롭게(2) | 보조표현: 마음(3), 깨닫(3), 담대(2), 생각하(1), 결단(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-01-12.txt,중간,36.6288,102.5411,0.5012,0.2734,0.3339,-0.0605,163.0,42.8,204.8,word_prayer,"생각(12), 부정적(5), 희망(5), 긍정(4), 생각을(3), 의식(2), 우울(2), 생각이(1)","마음(10), 두려워(4), 생각하(3), 바라보(2), 정신(1), 깨닫(1), 마음속(1), 마음에(1)","말(56), 말씀(36), 성령(22), 믿음(16), 구원(15), 기도(14), 꿈(10), 예수님(7)",,"핵심표현: 생각(12), 부정적(5), 희망(5), 긍정(4), 생각을(3) | 보조표현: 마음(10), 두려워(4), 생각하(3), 바라보(2), 정신(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1991-07-21 하나님의 뜻을 알기 위하여.txt,중간,36.5209,101.0845,0.6909,0.302,0.3651,-0.0631,191.0,125.9,141.8,word_prayer,"생각(15), 의식(6), 지혜(4), 깨달음(3), 선택(3), 생각을(2), 생각이(2), 마음의 자세(2)","마음(41), 마음속(18), 마음에(15), 생각하(3), 지혜로운(1), 깨닫(1), 결심(1), 바라보(1)","말(58), 기도(21), 말씀(19), 십자가(15), 성령(12), 예수님(7), 순종(4), 신앙(3)",,"핵심표현: 생각(15), 의식(6), 지혜(4), 깨달음(3), 선택(3) | 보조표현: 마음(41), 마음속(18), 마음에(15), 생각하(3), 지혜로운(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-07-17.txt,중간,36.498,102.6587,0.4738,0.3934,0.4725,-0.0792,151.0,38.2,210.1,word_prayer,"생각(14), 생각을(7), 생각이(2), 지혜(2), 새롭게(2), 변화(2), 의식(1), 긍정(1)","마음(7), 깨닫(5), 생각하(3), 마음에(3), 새 사람(2), 마음속(1), 바라보(1)","말(56), 예수님(36), 성령(31), 말씀(27), 구원(15), 믿음(8), 꿈(7), 부활(7)",,"핵심표현: 생각(14), 생각을(7), 생각이(2), 지혜(2), 새롭게(2) | 보조표현: 마음(7), 깨닫(5), 생각하(3), 마음에(3), 새 사람(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1982-02-14 성취하며 사는 길.txt,중간,36.4211,101.686,0.6121,0.3623,0.4482,-0.0859,185.5,104.0,183.5,word_prayer,"정신적(11), 생각(8), 생각을(5), 지혜(5), 강하고 담대(3), 의식(2), 결단(2), 변화(2)","마음(24), 정신(12), 마음속(12), 담대(5), 마음에(2), 결단(2), 생각하(1), 깨닫(1)","꿈(63), 말(48), 말씀(25), 성령(17), 기도(15), 예수님(6), 믿음(5), 확신(1)",,"핵심표현: 정신적(11), 생각(8), 생각을(5), 지혜(5), 강하고 담대(3) | 보조표현: 마음(24), 정신(12), 마음속(12), 담대(5), 마음에(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-09-20.txt,중간,36.2154,100.8854,0.5458,0.2882,0.3374,-0.0492,152.5,52.6,170.7,word_prayer,"생각(10), 긍정(7), 생각을(4), 부정적(4), 생각하는(2), 우울(2), 절망(2), 변화(1)","마음(22), 생각하(5), 바라보(3), 마음속(2), 마음에(2)","말(51), 소망(24), 성령(20), 믿음(15), 예수님(14), 꿈(9), 기도(8), 말씀(7)",,"핵심표현: 생각(10), 긍정(7), 생각을(4), 부정적(4), 생각하는(2) | 보조표현: 마음(22), 생각하(5), 바라보(3), 마음속(2), 마음에(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2019-09-01.txt,중간,36.1778,101.4987,0.5239,0.3196,0.4028,-0.0832,126.0,70.4,178.5,word_prayer,"생각(14), 생각을(3), 생각이(3), 묵상(2), 변화(2), 절망(2), 의식(1)","마음(19), 마음속(11), 마음에(3), 생각하(2), 깨닫(2), 두려워(2), 생각해(1), 담대(1)","말(39), 예수님(34), 기도(30), 성령(23), 말씀(16), 믿음(15), 꿈(12), 십자가(4)",,"핵심표현: 생각(14), 생각을(3), 생각이(3), 묵상(2), 변화(2) | 보조표현: 마음(19), 마음속(11), 마음에(3), 생각하(2), 깨닫(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-12-09.txt,중간,36.0799,100.5215,0.5665,0.2421,0.3002,-0.0581,124.0,30.2,118.0,word_prayer,"생각(10), 생각을(6), 두려움(4), 우울(2), 긍정(2), 부정적(1), 절망(1)","마음(11), 두려워(3), 바라보(3), 깨닫(1), 마음에(1)","말(38), 예수님(35), 말씀(16), 믿음(8), 기도(6), 성령(5), 입술(4), 꿈(4)",,"핵심표현: 생각(10), 생각을(6), 두려움(4), 우울(2), 긍정(2) | 보조표현: 마음(11), 두려워(3), 바라보(3), 깨닫(1), 마음에(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1999-03-14 스트레스를 이기기 위하여.txt,중간,36.0598,99.0196,0.7301,0.285,0.3188,-0.0339,171.5,121.4,108.3,word_prayer,"생각(9), 긍정(8), 우울(4), 부정적(4), 생각을(3), 변화(2), 두려움(2), 염려(2)","마음(60), 마음에(13), 마음속(5), 생각하(4), 정신(1), 결심(1)","말(53), 말씀(26), 기도(16), 예수님(12), 믿음(3), 성령(3), 신앙(2), 부르짖(1)",,"핵심표현: 생각(9), 긍정(8), 우울(4), 부정적(4), 생각을(3) | 보조표현: 마음(60), 마음에(13), 마음속(5), 생각하(4), 정신(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-03-19.txt,중간,35.5336,99.2557,0.5105,0.3278,0.3826,-0.0548,171.5,55.2,217.4,dream_vision,"생각(12), 희망(11), 생각을(5), 변화(5), 우울(4), 절망(2), 생각하는(1), 선택(1)","마음(11), 바라보(8), 마음속(4), 생각하(3), 마음에(3), 결심(2), 정신(1), 생각해(1)","꿈(116), 말(26), 기도(20), 믿음(11), 예수님(11), 말씀(9), 성령(8), 선포(2)",,"핵심표현: 생각(12), 희망(11), 생각을(5), 변화(5), 우울(4) | 보조표현: 마음(11), 바라보(8), 마음속(4), 생각하(3), 마음에(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
